CENPK	CENPI
SPINK6	KLK5
AMOTL2	WWTR1
DLG4	ERBB4
IL21R	JAK3
SRC	GRIN2A
AGO2	PRKRA
SLC18A3	SYT1
CTNNA1	CDH2
HOXC4	RBBP4
SHC1	CSF2RB
TP53	APAF1
PPFIA4	TSPOAP1
NTN1	PITPNA
ERCC8	CUL4A
NRG4	PTK6
STX16	M6PR
TCF7L2	HDAC1
LOXL1	FBN2
TRIM25	UBA7
IL17RA	IL17F
STAT1	IFNG
VPS4A	CHMP5
NEDD4L	TGFBR2
GAB1	FGFR3
NFATC3	PPP3R1
JAK3	IL7R
PIK3R2	PDGFRA
SMAD7	NEDD4L
LEPR	IRS2
NSL1	PMF1
HGF	GGA3
PER2	NPAS2
CALM1	ACTN2
SOS1	NRG4
SSR2	SSR4
CDC37	EREG
NRP1	PLXNA2
RRAGA	MTOR
SUMO3	SUMO2
SRPRA	SRPRB
SMAD4	RBL1
CD274	CSK
NEDD4L	SGK2
CACNA1B	CACNG2
PIK3R1	PDGFA
SPTA1	PTK2
RAC1	EFNB1
KNG1	C1QBP
PHKG1	PYGM
MARK3	MAP2K2
NCK2	PAK1
ADD2	DMTN
RALGAPA2	RALGAPB
ACTG1	ACTB
PRKAB1	MTOR
ATM	BRCA1
TIPIN	CHEK1
EZH2	E2F3
MRE11	XRCC1
UBE2D1	PEX7
H2AX	RIF1
PRKG2	KCNMB1
MAP2K1	KSR1
PLOD2	PLOD1
ACVR2B	TDGF1
VCP	DERL2
AURKB	BIRC5
TTN	MYH3
MUS81	SLX4
LCK	TRAV19
PRKACG	LIPE
RHOA	NGFR
TGFB3	LTBP3
USP18	TAB1
GPS2	NR1H3
AP2B1	CLTC
METTL14	NCBP2
IL15RA	JAK1
SMAD3	STUB1
CCNT1	GTF2F1
NGFR	MAPK8
AR	UBE2I
GTF2F2	HNRNPA1
CBFB	TJP1
TRAF6	TLR2
FO681507.1	DLGAP4
ACVR2B	INHBB
KCNJ6	GNB3
MET	ITGB1
RAB1A	GDI2
LAT	RAC1
DYNC1H1	CAPZB
CLVS2	CLTC
NTRK3	NELFB
SERPINB13	CTSK
MAP3K5	MAP2K4
MEF2A	TCF3
TLR1	MYD88
TFF1	CARM1
PRKACA	PRKAR2A
PRKAG2	TP53
SLCO1A2	ALB
IL12RB1	IL23A
STX10	RAB9A
PIK3CG	GAB1
UIMC1	UBE2V2
SRF	FOS
MAPK11	CDON
AKT1	FOXO3
COPZ1	COPG1
LYN	CD79A
IL6	CBL
GOSR2	SEC24D
PPP5C	KRAS
YAP1	RUNX2
JAK3	IL2
AP2A1	NGF
SRC	ITGA2B
DNAJA2	HSPA8
STAT5B	IL5RA
TGFBR1	PPP1CA
CDKN1A	E2F5
MYO5A	MYRIP
ZW10	RINT1
CD247	CD3D
DCTN2	GALNT2
PTBP1	HNRNPA1
ITGA3	LAMB2
RUNX2	STUB1
SUMO1	DNMT3A
SLC16A8	BSG
PIK3R1	PDGFB
NCOR1	TBL1XR1
WRN	RPA1
KDM4A	HERC2
RXRA	PPARA
TIMM8A	TIMM13
BARD1	PALB2
NRG4	RHOA
CRK	SRC
DSCAM	DCC
MMP14	MMP13
PRKAG3	TSC1
SAV1	STK3
PDK2	PDHB
BAIAP2	RAC1
XRCC6	PRKDC
CENPA	OIP5
SEC13	SEC31A
EFNB1	VAV2
PTPN11	IL5
APEX1	RPA2
SKI	SMAD4
YWHAB	RRAGD
CCDC22	CUL4A
SREBF2	DHCR7
CUX1	STAT5B
PAPPA2	IGF2
IRS2	RAPGEF1
BSG	PPIL2
ARRB1	KIF3A
NFKB1	NFKBIE
XRCC5	RIF1
FGFR1OP	STAT3
RHOQ	CFTR
GAB1	GFRA3
NR1H3	SREBF1
TNFSF8	TNFRSF8
TRAF6	PRKCQ
NCAM1	FGFR1
TRAF2	RNF135
RBPJ	STAT1
GGCX	PROS1
POLD1	POLA1
UCHL3	RPS27A
CHCHD4	GFER
CASP3	DCC
BET1	GOLGA2
SREBF1	SQLE
PTK2	GRB2
KDR	ELMO1
DVL2	FZD7
VPS37B	MVB12A
NPHS1	KIRREL2
CASP3	OCLN
ITGA2B	SIN3A
PKN1	KLK2
PRKAA2	PLIN2
TNNT1	TNNI2
MAPK11	PPARGC1A
CASP3	ROCK1
CCNA2	TFDP2
F5	LMAN1
ELOC	CUL2
NRG4	HBEGF
FLRT2	FGFR1
RAP1A	NGF
WIPF2	CDC42
GET4	SGTA
DENND2A	CHM
ARHGDIA	NGF
GRIN2B	SRC
PTPN1	FGG
CACNA2D2	CACNB1
NR1H2	SREBF1
CHML	RAB32
GAB2	GFRA3
PTPN12	EGFR
FRS2	NTF4
NAPA	GOSR2
PDK2	DLAT
BCAR1	PTK2
HSP90AB1	IFT88
LCK	PLCG1
BRCA1	RAD51
DYNC1LI1	DYNC1H1
RPA3	TRIM25
EGFR	MATK
PRKAA2	MLST8
PTPN11	CSF2RB
FBXL18	SKP1
FCER1A	GAB2
PRKACA	GLI3
MERTK	PROS1
DDB2	CHD1L
CDC25A	MAX
BTK	TEC
EGFR	MEMO1
CFI	CD46
RPA2	MAD2L2
DLG1	CAMK2D
NR1H3	FASN
DYNC1LI1	DYNC1I1
CRK	ITGA2B
ERBB3	ERBB2
RAB10	CHML
STIP1	HSPA8
APOD	RXRA
PLCB2	PLCB3
ITGB4	LAMB1
GGCX	F9
RASA1	NRAS
PIK3R1	IRS1
LAMB3	LAMC2
SHC1	SOS1
HOXB1	MEIS1
ELOB	EPAS1
RPS6KA5	RELA
SRC	PTK2B
DCLRE1C	NBN
SRC	PIK3CA
CBL	KIT
MS4A2	SOS1
NID1	HSPG2
PEX2	UBE2D1
RPA3	PCNA
MYO10	DCC
AKT1	RRAGC
SOX2	SALL1
CXCR1	CXCL8
YWHAB	ZFP36
CLTB	AP2A1
DLGAP2	DLG3
TLR9	TLR7
BRIP1	RAD50
PIK3C3	DYNLL2
SYT1	SLC17A7
DENND4B	CHM
HERC5	EIF4G3
PIK3CB	PTPN11
CASP14	FLG
COL1A2	P4HB
TAB2	MALT1
RBBP7	DNMT1
RUNX2	MMP13
RNASE1	CETN1
PDZD11	ATOX1
PRKCZ	PARD6A
KDR	PIK3CB
CNGA2	CNGB1
CHRNE	CHRNA3
MYD88	TLR9
DENND1A	RAB35
VEGFA	SRC
HIF1A	NOTCH1
GRK2	SMO
NOTCH1	SIRT6
PTPN1	VWF
RAB3IP	RPGRIP1L
OCRL	DNM2
TCF3	MYOD1
TICAM2	MAP3K7
RND1	RAC1
HSP90AA1	ESR2
IL18BP	IL18
STX10	RABEPK
TLR9	IRAK4
EFNB3	WASL
PPY	NPY5R
VPS26A	SNX3
MAPK14	BOC
CD1A	TRBV7-9
ROCK2	SRC
SPTLC1	SPTSSA
RHEB	AKT1S1
JAK1	IL7
ANGPT1	PIK3CA
CDK1	HDAC1
NTN1	ABLIM1
NUP155	NUP205
ZAP70	PLCG1
SZT2	NPRL2
FYN	ABLIM2
FANCI	POLN
FOXO3	MIR34C
POLD2	PRIM1
RB1CC1	MTOR
RAB11A	NPHP1
GRIN2B	TIAM1
ATG13	PRKAB1
UBE2N	IRAK1
NSD2	UBE2N
ITGBL1	CBFB
CUL4B	DDB1
PTPN6	GH1
TSC22D3	WWP1
YWHAB	RPTOR
CAMK2A	GRIA2
CD247	LCP2
PIK3R1	NRG1
MAPK3	FRS2
RDH11	RLBP1
POLE	POLA1
GANAB	CALR
PLOD1	PLOD2
NPRL2	DEPDC5
PLIN2	HSPA8
SEPTIN4	XIAP
KDM4A	UBE2N
MAPK1	LAMTOR2
ITGA5	RUNX2
TRAF6	TLR6
CCNH	CCND1
TRAF2	IFIH1
ING5	KAT6A
POLD4	UBE2B
TOPORS	SUMO1
PIK3CB	IRS1
HDAC3	NCOR2
CRTC2	CREB1
SOCS3	STAT3
BAX	TP63
PDGFB	NCK2
BTK	PLCG1
GRB2	GFRA4
TNRC6C	AGO3
GCC2	IGF2R
NCBP2	PTBP1
APBB1IP	TLN1
CATSPER2	CATSPERG
LAT	PLCG2
NR1H2	NRIP1
CUL4B	DTL
RUNX3	TEAD1
ISG15	EIF4E3
ESR1	PIK3CA
CALM1	MECP2
PRKAG3	PIK3C3
RAPGEF4	RAP1B
VCL	ITGA2B
LYN	PRKCQ
TNFRSF13C	TRAF2
UBE2D2	RBX1
JAK1	IFNL1
TP53	FANCC
LCK	CD80
PPFIA2	TSPOAP1
EFNB3	ACTG1
ACVR2B	NODAL
PIK3C3	AMBRA1
CBFB	RORC
SOCS3	LEPR
KLB	GRB2
ELOVL3	NCOR1
DLG3	GRIN1
PAK3	EFNB1
CD44	MMP9
RASGRF2	ACTN2
NANOG	SOX2
AP4E1	AP4S1
TLE4	HES1
SUPT5H	NCBP1
CUX1	GOSR1
FRS3	GRB2
RBX1	GLI3
NR1D1	CLOCK
EIF2S1	EIF4A1
SLC3A2	SLC7A10
SEC24B	TFG
CD36	IRAK4
PYGO2	BCL9L
DYNC1I2	GALNT2
CLIP1	CDC42
NOTCH2	HES5
RAD51AP1	PALB2
HOXD3	SUZ12
SHC1	NRTN
CAMK2A	DLG1
B4GAT1	LARGE2
PIK3R1	CSF2
SEC22B	SEC24C
MAPK11	NCF4
ASAP1	RAB3IP
COPG1	COPE
ATP6V1H	AP2A2
FGB	GRB2
CAV3	TRIM72
PPM1L	VAPB
F7	NPAS2
LIN7B	CASK
NCKIPSD	WAS
BET1L	CUX1
GLRA2	GLRB
PDK1	DLD
PKN1	KLK3
AP2A1	PCSK9
MARK3	BRAP
IRS2	STAT5B
LEFTY1	ACVR2A
TRIM25	TRAF3
TBL1X	FABP1
BAIAP2	ACTG1
NFYB	FASN
TRAF6	CARD9
MYO1C	ACTB
SIPA1L1	GRIN2C
UBE2N	CHEK2
PTPN6	KIT
CADM3	CADM1
GCC2	RABEPK
MMP7	LAMB3
REV1	RPA1
ST14	FLG
EIF4H	EIF2S3
L1CAM	AP2S1
PRKRA	DICER1
CNGA2	CNGA4
PAK1	NRP1
CTDP1	NELFB
ARCN1	USO1
SOCS1	IFNAR1
PPP4R2	RPA1
LAMA4	LAMB1
SUZ12	EZH2
FOXK2	BAP1
CTNNB1	PYGO2
RPTOR	MAF1
LCK	CD4
CDK2	CUL1
USP17L2	SUDS3
FGG	PTK2
WDR35	IFT122
ERBB4	WWP1
L3MBTL2	MAX
BACE1	APP
GRK4	RHO
PIK3CA	FGFR3
UIMC1	UBE2N
YAF2	MGA
ADRA2B	GNG2
GRIA1	CNIH2
SUMO3	NR1H3
ITGB3	RAP1B
MAPK11	NCF1
MAPK12	ABL1
ESR1	AXIN1
IL2	IL2RA
RBPJ	GZMB
DDX58	USP25
GNG2	GNAO1
KCNIP3	KCNIP1
CAMK2A	STAT1
ANK2	SCN1B
PANX1	PANX2
RHOA	PDPK1
DOCK2	RAC1
STAT5A	IL3RA
BNIP2	CDH2
CASP8	TNFRSF10B
PLK1	CDC20
CLTC	AP2A1
PAFAH1B1	GALNT1
SF3A1	SF3A2
FYN	SH3KBP1
FGA	ITGB3
CATSPER2	CATSPER4
SHANK2	DLG2
STAT5A	STAT1
DYNC1I2	CAPZA3
AP1G1	AP1S1
HOXB3	EZH2
CHEK1	KITLG
CNGB1	CNGA4
SOS1	ERBB3
BMPR2	SMAD1
GNA11	GNB1
RPA2	RAD1
TFAP2B	YEATS4
ADAM22	LGI2
NOTCH1	TFDP2
PIK3CA	FGFR2
PIK3R1	VWF
GP5	FLNA
CALM1	GRK2
NUP93	NUP35
ISCA1	ISCA2
IL1A	IRAK4
KCNN2	KCNN3
EREG	ERBB4
CKAP4	SFTA3
NOTUM	SHH
IL1A	JUN
RMI2	XRCC3
STAT5B	KIT
WNT3A	SFRP1
RNF8	SUMO2
CHP1	STAB2
POLD1	CUL4B
PTPN22	CD3G
KRT27	FLG
ULK1	DENND3
SEC24B	SEC31A
HLA-A	AP1M2
NR1H3	EEPD1
ADAM10	APP
FOXO4	SMAD4
SSRP1	CSNK2A1
RAD50	RPA1
JAK2	PTPN6
IFNLR1	IFNL2
ATF3	ATF4
ITGA6	BSG
SHB	KDR
RAB1B	COPG2
TNFRSF1A	RIPK1
TANK	RNF135
EIF4A2	EIF2S3
ZNF473	NCBP1
FGA	RAP1B
TRAF3	SIKE1
NFKB2	UBE2I
RNF135	TRAF3
TGFBR2	ZFYVE9
CDCA5	WAPL
TRAV29DV5	CD1C
ARNTL	PPARA
CASP10	TRIM25
MAPK12	TCF3
EGF	SOS1
APEX1	POLD1
POLB	APEX1
RAPGEF1	EPO
CREBBP	TFAP2A
NCOA2	RXRA
IL10RA	TYK2
NTRK2	BDNF
FSHR	FSHB
NBAS	RINT1
SHANK1	DLG3
VEGFA	CDC42
NTRK1	STAT3
PPP2R1A	SPRY2
EME1	SLX4
SEC31A	GOLGA2
GRIA1	CNIH3
PTPRA	GRB2
PDE6G	PDE6B
TREM2	TYROBP
CD247	LCK
HSP90AB1	PLIN3
MAPK6	CDC14A
MAPK1	ERF
TBXA2R	GNA14
MEN1	CTNNA1
CD2AP	FYN
PIAS4	HERC2
L1CAM	SH3GL2
RRAGD	ATG101
ALAS1	PPARGC1B
IL12RB2	EBI3
DDB1	CUL4B
GRB2	EGFR
FCER1A	LAT2
EFNB2	WASL
CDK1	PHF8
ACVR2A	SMURF2
KNL1	MIS18BP1
GSK3B	FBXW7
PTPN11	IL5RA
PDGFB	PDGFA
NOTCH3	DLL4
C8A	C6
SUMO1	NR3C2
MAP3K7	TRAF6
SEC31A	SEC24A
COPB2	ARF4
GPS2	HDAC3
CXCL12	ROBO1
IFIH1	CHUK
PRKAA1	MLST8
FARP2	PLXNA2
HPS1	RAB38
SUMO1	NRIP1
MAPK14	SPAG9
RAB5C	TBC1D3
TAB3	PRKCQ
RAC1	PAK1
VAV1	KRAS
TNFSF12	TNFRSF12A
NTRK2	ADORA2A
EP300	ABCA1
PRKAB2	MLST8
SCFD1	SEC22B
SH3GL2	CLTC
SBF1	CHML
MMP2	NCOA3
E2F4	PCNA
EFNB3	GIT1
RAP1A	MAP2K1
S100A1	TLR4
PEX12	PEX6
EVC2	SMO
FKBP5	FKBP4
PPP3CA	NFATC2
EIF4E3	EIF4G1
PLCG2	ITK
F2R	MAPK3
SMYD2	TP53
LAMB1	LAMA5
CDK5	PLXNA1
PIK3CB	PDGFA
CDK8	SMAD2
SYCE1	TEX12
SHH	SYVN1
GNA14	PLCB2
CD14	TLR1
RAPGEF1	EPOR
TTN	MYL3
TBP	GTF2A1
STX16	VPS51
IL6ST	OSM
NOS3	WASL
SOCS1	ELOC
PIK3R1	CDC37
SELPLG	SELE
FASLG	FADD
GFRA3	GDNF
COMP	ITGB1
VAV2	PLCG2
ARNTL	CLOCK
HERC5	FLNB
DCLRE1C	TP53BP1
MBD1	SUMO1
BCR	STAT5B
RHOC	LIMK1
ACTB	MRTFA
LAMB3	CD151
MAPK1	RPS6KA5
CSF3R	CEBPA
AKT1	PTK6
CFI	CFH
ELN	MFAP4
CAPNS1	CDH1
USP21	DDX58
DBF4	CLSPN
TGFB1	LTBP3
RAB8A	ASAP1
RUNX2	SKP2
ROR2	VANGL2
KCNIP1	KCND2
JAM3	ITGA4
GGA2	BACE1
GTF2A1	GTF2E2
RUNX2	SMAD6
STAT3	STAT5A
IRS2	LYN
ELL3	ICE1
RB1CC1	RHEB
ITGA5	FBN1
RXRA	SREBF1
MYD88	TRAF6
HPS4	CHML
ERBB2	HSP90AA1
LAMA2	DAG1
UBE2D3	BIRC3
HSPA8	PLIN3
CD177	PROCR
MYH3	MYH6
TYROBP	CD300LB
ARNTL	NR1D1
CD1A	CD247
POMK	DAG1
MAP3K1	RNF135
LAMC2	PLEC
IDH3A	IDH3G
AXIN1	FZD2
CHST8	LHB
PRKACG	SUFU
AP2M1	NTRK1
PLXNA1	RAC1
SHC1	EGF
GALNT1	BICD1
LY96	BTK
GTF2F2	MYB
MET	TNS4
CD247	PIK3R2
CDK4	CDKN1A
RNF168	NBN
NPB	NPBWR1
PTK2	RAP1B
FLT3	SOS1
PIK3CA	NTRK2
TAB1	UBE2N
PIK3R1	GP9
DYNC1I1	DYNC1H1
MAP2K2	WDR83
AKT1	RUNX2
PFKM	PFKL
SRGAP2	CDC42
SLIT3	ROBO1
ISG15	UBA7
VIM	IFT88
PIK3CD	PIK3CB
PPP2CA	PPP2R2A
ARHGEF11	RHOC
GNAI3	GNAL
SREBF2	FDFT1
DNA2	RMI1
USP46	NCOR1
UCHL5	SMAD7
CASP1	TP53
ATP6V1H	CD8B
CARD9	TAB3
FGF23	GRB2
PLXNA1	PAK1
F2	F13B
ITGB8	ITGAV
DLL4	NOTCH2
NRF1	TFB2M
PHKA2	PYGL
PYY	NPY4R
STAT5A	BRWD1
KCNIP2	KCNIP1
ASAP1	RAB8A
DENND5B	GDI2
VAV2	EFNB1
NFYB	FDFT1
ASPSCR1	SLC2A4
ATM	SUMO1
USP15	SMAD7
ND3	ND2
TP53	PML
APOA1	CUBN
CSF2	STAT5B
LUM	ITGB1
SLC25A6	TIMM9
CFTR	IFT88
ATP5F1B	PPARGC1B
CBL	SH3KBP1
ERBB4	EGF
HLA-A	PACS1
LIG3	POLD2
MTMR9	MTMR7
ATR	CDC7
POLE	PRIM1
CXCL13	CXCR5
YWHAZ	PIK3CB
APEX1	MPG
STAT5A	ERBB4
IRAK2	CD14
ATM	PAXIP1
RMI2	RPA1
DLG4	NRAS
ADCYAP1	NTRK1
PPP1R12B	MYL12B
MAPK14	NCF1
IGFBP5	IGF1
SMAD2	SMAD3
RELB	FBXW11
RPA1	DTL
NPLOC4	VCP
CBFB	ELF2
STAT6	IL2RG
NOTCH1	ARRB2
HSP90AA1	ESR1
CRK	KIDINS220
MYBPC3	MYH8
IL11	IL6ST
HDAC1	TLE4
CRY2	PER2
ARL13B	HBB
NOS3	HSP90AA1
DDX21	PES1
APEX1	MUTYH
MMP9	SCUBE3
NRCAM	ACTB
NTN1	UNC5D
PRKAB2	TSC1
TRIO	ABLIM1
CRABP2	RARG
GNA13	F2RL2
DYNC1LI2	DYNC1I2
HGF	SH3KBP1
APH1B	NGF
TPX2	AURKA
DYNC1H1	DCTN1
NBN	ATM
LEP	LEPR
VTN	SERPINE1
KITLG	STAT5A
CSNK2A1	L1CAM
ATG13	PRKAG2
PRMT5	CCND1
GNA14	F2R
RAB7A	OSBPL1A
ROCK1	SHB
MAVS	FADD
RAPGEF4	RAP1A
HSP90AA1	PLIN3
PTPN11	KITLG
TRAV8-4	ZAP70
PIK3CA	NTRK3
PRKD2	CERT1
IL6R	JAK1
FOXO1	YWHAZ
MYH8	MYL1
IL1B	IL1RAP
PPM1A	PRKAG3
RASGRF2	CAMK2A
STOML3	ASIC5
ACTG1	KCNQ2
GRB2	CD80
MYH8	MYL4
FGB	SYK
MYC	E2F1
GRIN1	GRIN2D
SOS1	BTK
TBK1	IRF3
IKBKE	CD14
CRK	NGF
STAT1	STAT3
VAMP2	SNAP25
PRKAG2	RB1CC1
PDGFRA	PDGFA
KDM4B	UBE2V2
DIAPH2	CDC42
ARF4	COPZ1
VPS37C	UBAP1
MAPK3	CYCS
USO1	SEC13
IFNAR2	TYK2
CDKN2C	CDK6
PRKACG	PDE4B
CTNNB1	LRRFIP1
USO1	SEC24C
ND3	NDUFB6
KL	GRB2
TP53BP2	TP73
SYK	KLRK1
ZNF350	SUMO1
IL6ST	CRLF1
KDM4B	KAT5
ITK	TEC
FCGR2A	CRK
UGT1A3	RXRA
NTRK2	GAB1
RBBP8	PALB2
IL1B	IRAK4
IL2RG	IL15RA
PHF19	RBBP4
THBS1	ITGA4
TBP	ZNF143
CDK1	USO1
BRIP1	RMI2
VPS37B	UBAP1
FYN	ABLIM3
TLR10	IRAK1
LCK	LAT
MTOR	RRAGC
AVPR2	GNAS
COPB1	USO1
MYBPC1	MYH6
PRKACA	PRKAR1A
TLR3	TRAF6
SYK	PIK3R2
F2RL2	GNG2
MAVS	DDX58
CATSPER4	CATSPER1
CACNA1D	CACNB1
SLC40A1	CP
NRG4	EGFR
ULK1	SLC38A9
YWHAZ	IL3
GRB2	HGS
TFG	SEC16B
FLNA	RNASEL
BRAF	KRAS
SKP1	NFKBIA
CCND1	YY1
IRS2	PLCG1
JAK1	IL12RB1
DLG3	CALM1
COPZ1	ARF4
MAVS	IFIH1
CAMK2A	NEFL
HOXD1	SUZ12
MYH9	MYH10
UBE2N	RRAGA
IL5RA	GRB2
ADAM17	NRG1
IL23A	TYK2
MDM2	CACNG2
UBE2V2	PIAS4
LEF1	TLE2
ESR1	GPAM
IRAK4	IRAK2
RPA2	ISG15
PTPN11	PPP2CB
UBE2D1	ELOC
POLD1	RBX1
PRKAG1	RHEB
GRIN2C	DLG4
CD3G	LCP2
ADCYAP1R1	ADCYAP1
BCAR1	ITGA2B
NFASC	NRCAM
NCK2	SOS1
TNNT1	TNNC1
TAB3	TLR4
PRMT5	TTC5
ATG13	PRKAG1
SDHD	SDHB
RUNX1	IFNG
DYNC1LI1	ACTR10
CD3G	CD4
FYN	SPTAN1
TNFSF10	TNFRSF10A
BMP1	APOA1
JAK1	IL2RB
CAMK4	CREB1
ACTB	IQGAP2
PRKAG2	BECN1
HIPK2	TP53INP1
RPA1	ATRIP
HPS1	RAB32
CD1B	TRAV29DV5
IRAK1	IL33
CCNA2	CDK1
CLEC4C	FCER1G
SEMA3A	CDK5R1
RIT2	NTRK1
HOMER1	GRM1
CTSV	MMP7
FMNL2	RHOC
CITED2	TFAP2A
SYK	GAB2
RPA2	ERCC5
CSNK2A1	DVL1
HDAC3	RXRA
FMNL1	RAC1
VHL	RBX1
STAT3	SALL4
UBE2D2	EGLN1
PTPN11	CSH1
TLR5	TRAF6
RGCC	TP53
CAPZA2	BICD1
MAP3K1	MAP2K7
EPOR	SOS1
GNG2	POMC
PTPN6	CD274
MLH1	MLH3
PAK1	PLXNA2
GTF2F1	RNGTT
DCC	CASP9
SHC1	NTRK1
ENPEP	AGT
EGFR	PTK6
NOTCH1	JAG1
PAK3	RAF1
PAK2	MYH9
HDAC1	KDM1A
SMAD5	SMAD4
RAB11A	RAB3IP
IRAK2	CD36
TGFB1	PPP1CA
P4HA2	COL1A2
MMP7	MMP2
CUL1	FBXL18
FBN2	MFAP2
GNAT2	PDE6A
DLGAP2	GRM5
SMAD7	SMAD1
SKP1	BORA
RAB3IP	GDI2
PEX7	ZFAND6
RAD51D	PALB2
TICAM1	LY96
DAB1	RELN
KAT7	ING4
CXCL8	ACKR1
CBL	BLNK
PPP1R12A	MYH9
BABAM2	BABAM1
YWHAB	RRAGB
ARHGEF6	GNB1
IL4	JAK2
HERC5	EIF4G1
MET	PLXNB1
CDON	NTN3
ADAM17	GHR
BRIP1	RPA2
RBL1	TFDP1
STRAP	TGFB1
GLI3	GLI1
RRAGB	MTOR
C7	C8B
GPS2	NCOR2
JAK3	PTK2B
CETN2	CUL4B
TP53BP2	TP63
RNASE1	PLIN3
TBC1D25	MAP1LC3B
STAT5B	JAK1
EP300	NCOA1
RAB1B	ARCN1
TP53	KAT6A
FGB	TLR4
CDKN1A	TFDP2
ROCK1	MYH14
RAB11FIP2	RAB11A
PRKAB2	PRKAG3
PTK2	SOS1
PCNT	LAMP2
XPC	DDB2
TICAM1	TLR4
RAC1	PIK3CA
VEGFA	PIK3CB
CSTF2T	CSTF1
LAMB1	DAG1
MYD88	NGF
B4GALT1	LALBA
PPY	NPY4R
PRKCG	STX4
EIF4G2	EIF4A1
ERBB4	NRG2
MAP3K1	TRAF6
CDK2	RPA3
TP53	ING2
RHEB	ATG13
KCNJ9	GABBR2
PTPN6	CD4
SEC24C	GORASP1
CDK2	CKS1B
PIK3R1	PDGFRA
BRCA1	SUMO3
ABCG5	NR1H2
CCK	CCKAR
PDGFRB	SOS1
SAR1B	SEC24A
MECP2	NCOR2
FURIN	PROS1
CTNNB1	EP300
DAB2	AP2M1
NGFR	RTN4
USP5	UBC
TGFBR2	UBE2M
PTPN11	STAT1
UBE2D1	LIMD1
CNPY3	TLR9
ERBB4	ERBB2
NOTCH3	PLXND1
PTPN11	CD3D
FYN	PTPRA
AKT1	USP8
MMP12	FBN2
COPZ1	COPB1
IL20RB	JAK1
FZD4	ARRB2
ADM2	RAMP3
UBE2N	CARD11
MAP2K1	RAP1A
E2F6	EPC1
TFDP2	RBL2
JAK2	PRMT5
PTPN1	IFNGR1
HGF	SH3GL2
ADAM17	EREG
AURKA	TP53
BRCA1	RPA1
TRBV7-9	CD1C
STARD3	STARD3NL
CDKN1A	RB1
CATSPER3	CATSPERD
JAK2	CSF2RB
PTPN1	IFNB1
POT1	NEIL3
TEC	BTK
GAB2	GDNF
RAMP2	CALCR
SUMO1	UBE2I
CAMK2A	GRIN2A
BLK	CD79A
RAD21	PDS5A
SPP1	ITGB3
TFAP2A	VEGFA
CUL3	GLI2
NOD2	TAB3
CD4	TRBV7-9
FOXA1	TFF1
BARD1	RAD51AP1
RUNX1	NFE2
BAX	RUNX2
CSNK2A2	STARD10
TP53BP1	CHEK2
SPARC	ERBB4
ACE2	AGT
PLCB4	GNA15
PIK3CB	PDGFRB
GDNF	RAP1GAP
GTF2F1	SUPT5H
GAB1	EGFR
HOXC4	EZH2
SCNN1G	SCNN1D
IRAK2	TAB3
IL20RB	IL24
SEC23A	RAB1A
IL22RA1	JAK1
BANF1	EMD
SLC38A9	RB1CC1
SHC1	CSF2RA
POLQ	MRE11
LEF1	EP300
CTLA4	PTPN11
NRCAM	NRP2
FCGR3A	VAV1
NXF1	NCBP1
ADAM22	LGI3
TFAP2C	EP300
APC	BTRC
MUSK	LRP4
BTRC	CUL1
PAPPA	IGF1
PARP1	POLB
SOS1	ERBB4
JAK2	PLCG1
CAMK2D	STAT1
AVPR2	ARRB2
KITLG	STAT1
IL12RB1	JAK2
MYBPC2	MYL2
CGA	TFAP2C
AP2M1	MYO6
SHH	GPC5
TSG101	VPS37C
PTPN12	ERBB3
SHC1	PIK3CA
CHP1	HMMR
CDK2	E2F5
PDE6B	GNAT1
IKBKG	UBE2I
MECP2	FOXG1
KIT	JAK2
AKT1	RRAGB
LYN	GRB2
GNB1	F2RL2
FOXO3	PINK1
RB1	E2F1
C12orf66	SZT2
KITLG	GRB2
ING4	JADE1
USP10	SNX3
NCOA1	UGT1A3
RND1	PLXNA1
UPF1	SMG9
GABRG2	GABRB2
GRIN2D	PDLIM5
BTRC	PER2
GLI3	PTCH1
IL31	IL31RA
SOX13	CTNNB1
ERBB2	KRAS
PIK3CB	GAB1
TDRD9	PIWIL4
APH1B	ERBB4
HERC2	RNF8
VPS26A	VPS29
ERBB2	SHC1
GH2	LYN
SREBF1	TM7SF2
CD1D	TRAV29DV5
SLC7A9	SLC3A2
VAV2	FYN
GRIN2D	GRIN2A
RNF135	FADD
MAP3K14	SKP1
PTPN12	ERBB2
NRG1	ERBB4
NLRP3	TXNIP
ITGAD	FGA
DLGAP1	HOMER1
TIAM1	BDNF
OPRM1	HDAC1
KIF4A	L1CAM
MAPK14	CDON
LY96	IKBKB
HDAC1	E2F4
DYNC1I2	DYNC1I1
CD1A	CD3D
KRT5	ITGA6
CERT1	VAPA
PDGFA	PDGFRB
HBB	HP
SUMO1	NCOR2
ARHGAP10	PAK2
RB1	E2F3
RBX1	FBXL7
PTPN11	PPP2CA
FEN1	POLA2
MAML2	PBX1
TRMT6	TRMT61A
PRKACB	PRKAR1B
USP43	ISG15
SEC24D	SCAP
GAB2	PIK3CA
LTBP1	FBN1
FANCD2	POLN
GCGR	GNB2
MAP3K1	MAP2K4
CBFB	YAP1
BIRC2	CD40
PPM1E	CAMK4
GRIN1	DLG3
ABL1	CTNNA1
ARF1	PI4KB
ITGA10	ITGB1
PEX2	PEX5
VAV3	YES1
FYN	LYN
PRKAR2A	AKAP5
